exchange_symbol,ex_date,record_date,pay_date,dividend,currency
XLI,2015-09-18,2015-09-18,2015-09-28,0.280921,USD
XLI,2015-06-19,2015-06-19,2015-06-29,0.27776,USD
XLI,2015-03-20,2015-03-20,2015-03-30,0.26071,USD
XLI,2014-12-19,2014-12-19,2014-12-30,0.31558,USD
XLI,2014-09-19,2014-09-19,2014-09-29,0.25732,USD
XLI,2014-06-20,2014-06-20,2014-06-30,0.24965,USD
XLI,2014-03-21,2014-03-21,2014-03-31,0.22449000000000002,USD
XLI,2013-12-20,2013-12-20,2013-12-31,0.25865,USD
XLI,2013-09-20,2013-09-20,2013-09-30,0.21896999999999997,USD
XLI,2013-06-21,2013-06-21,2013-06-28,0.21591999999999997,USD
XLI,2013-03-15,2013-03-15,2013-03-29,0.18182,USD
XLI,2012-12-21,2012-12-21,2012-12-31,0.28003,USD
XLI,2012-09-21,2012-09-21,2012-09-28,0.2396,USD
XLI,2012-06-15,2012-06-15,2012-06-29,0.16371,USD
XLI,2011-12-16,2011-12-16,2011-12-30,0.21752,USD
XLI,2006-03-17,2006-05-01,2006-04-28,0.12646,USD
XLI,2019-03-15,2019-03-15,2019-03-20,0.427727,USD
XLI,2018-12-21,2018-12-21,2018-12-27,0.392381,USD
XLU,2006-03-17,2006-04-28,2006-04-28,0.24239000000000002,USD
XLU,2006-06-16,2006-07-31,2006-07-31,0.26932,USD
XLU,2006-09-15,2006-09-27,2006-09-27,0.27234,USD
XLU,2006-12-15,2006-12-27,2006-12-27,0.33626999999999996,USD
XLU,2007-03-16,2007-03-28,2007-03-28,0.20845,USD
XLU,2007-06-15,2007-06-27,2007-06-27,0.2756,USD
XLU,2007-09-21,2007-10-03,2007-10-03,0.28447,USD
XLU,2007-12-21,2008-01-03,2008-01-03,0.32718,USD
XLU,2008-03-20,2008-04-02,2008-04-02,0.270987,USD
XLU,2008-06-20,2008-07-02,2008-07-02,0.30513,USD
XLU,2008-09-19,2008-10-01,2008-10-01,0.30033899999999997,USD
XLU,2008-12-19,2008-12-31,2008-12-31,0.35911,USD
XLU,2009-03-20,2009-04-01,2009-04-01,0.28172590000000003,USD
XLU,2009-06-19,2009-06-30,2009-06-30,0.3169,USD
XLU,2009-09-18,2009-09-30,2009-09-30,0.30537,USD
XLU,2005-12-16,2005-12-16,2006-01-31,0.28831,USD
XLU,2009-12-18,2009-12-30,2009-12-30,0.36909000000000003,USD
XLU,2019-03-15,2019-03-15,2019-03-20,0.43020699999999995,USD
XLU,2005-03-18,2005-04-29,2005-04-29,0.22165,USD
XLU,2000-06-16,2000-07-31,2000-07-31,0.221246,USD
XLU,2000-09-15,2000-10-31,2000-10-31,0.251415,USD
XLU,2000-12-15,2001-01-31,2001-01-31,0.23845999999999998,USD
XLU,2001-06-15,2001-07-31,2001-07-31,0.2191,USD
XLU,2001-09-21,2001-10-31,2001-10-31,0.23139,USD
XLU,2001-12-21,2002-01-31,2002-01-31,0.21475,USD
XLU,2002-09-20,2002-10-31,2002-10-31,0.023219,USD
XLU,2002-12-20,2003-01-31,2003-01-31,0.22735999999999998,USD
XLU,2003-03-21,2003-04-30,2003-04-30,0.19669,USD
XLU,2003-06-20,2003-07-31,2003-07-31,0.19330999999999998,USD
XLU,2003-09-19,2003-11-03,2003-10-31,0.19452,USD
XLU,2003-12-19,2004-01-30,2004-01-30,0.21175,USD
XLU,2004-03-19,2004-04-30,2004-04-30,0.19842,USD
XLU,2004-06-18,2004-07-30,2004-07-30,0.20506,USD
XLU,2004-12-17,2005-01-31,2005-01-31,0.26231,USD
XLU,2005-06-17,2005-07-29,2005-07-29,0.25,USD
XLU,2005-09-16,2005-10-31,2005-10-31,0.25096999999999997,USD
XLU,2010-03-19,2010-03-31,2010-03-31,0.26657,USD
XLU,2010-09-17,2010-09-29,2010-09-29,0.31711999999999996,USD
XLU,2015-09-18,2015-09-18,2015-09-28,0.400891,USD
XLU,2015-12-18,2015-12-18,2015-12-29,0.44526400000000005,USD
XLU,2016-03-18,2016-03-18,2016-03-29,0.367502,USD
XLU,2016-06-17,2016-06-17,2016-06-27,0.411624,USD
XLU,2016-09-16,2016-09-16,2016-09-26,0.41611899999999996,USD
XLU,2016-12-16,2016-12-16,2016-12-27,0.463135,USD
XLU,2015-06-19,2015-06-19,2015-06-29,0.39265,USD
XLU,2017-03-17,2017-03-17,2017-03-27,0.387191,USD
XLU,2017-09-15,2017-09-15,2017-09-25,0.417242,USD
XLU,2017-12-15,2017-12-15,2017-12-26,0.5112140000000001,USD
XLU,2018-03-16,2018-03-16,2018-03-21,0.38664699999999996,USD
XLU,2018-06-15,2018-06-15,2018-06-20,0.440479,USD
XLU,2018-09-21,2018-09-21,2018-09-26,0.474923,USD
XLU,2018-12-21,2018-12-21,2018-12-27,0.45901899999999995,USD
XLU,2017-06-16,2017-06-16,2017-06-26,0.436846,USD
XLU,2015-03-20,2015-03-20,2015-03-30,0.35091,USD
XLU,2014-12-19,2014-12-19,2014-12-30,0.41686000000000006,USD
XLU,2014-09-19,2014-09-19,2014-09-29,0.38043000000000005,USD
XLU,2010-12-17,2010-12-31,2010-12-31,0.37048000000000003,USD
XLU,2011-03-18,2011-03-31,2011-03-31,0.30251999999999996,USD
XLU,2011-06-17,2011-06-17,2011-06-30,0.33442,USD
XLU,2011-09-16,2011-09-16,2011-09-30,0.34325,USD
XLU,2011-12-16,2011-12-16,2011-12-30,0.38808000000000004,USD
XLU,2012-03-16,2012-03-16,2012-03-30,0.32192,USD
XLU,2012-06-15,2012-06-15,2012-06-29,0.34246,USD
XLU,2012-09-21,2012-09-21,2012-09-28,0.3812,USD
XLU,2012-12-21,2012-12-21,2012-12-31,0.40016999999999997,USD
XLU,2013-03-15,2013-03-15,2013-03-29,0.32898,USD
XLU,2013-06-21,2013-06-21,2013-06-28,0.37048000000000003,USD
XLU,2013-09-20,2013-09-20,2013-09-30,0.36541999999999997,USD
XLU,2013-12-20,2013-12-20,2013-12-31,0.40055999999999997,USD
XLU,2014-03-21,2014-03-21,2014-03-31,0.33495,USD
XLU,2014-06-20,2014-06-20,2014-06-30,0.37383,USD
XLU,2010-06-18,2010-06-30,2010-06-30,0.31661,USD
XLU,2000-03-17,2000-04-28,2000-04-28,0.196875,USD
